clean_statement,label,Category
"Sitharaman rejects elitist brabs, retorts to Chidambaram s avocado remark with ice-cream",1,ELECTION
'Ramarcha' puja begins in Ayodhya ahead of 'bhumi pujan',1,POLITICS
Amar Ujala uses an image of 2014 US air strike to represent IAF s air strike target,0,POLITICS
"Ally headache for BJP in Delhi elections Haryana partner JJP wants 12 seats, SAD 6",1,ELECTION
Elderly Sikh Farmer Collapsing At Protest Site In Viral Video is Alive,0,VIOLENCE
"Unable to pay bank loan, farmer commits suicide by hanging",1,TERROR
Row over troops not using firearms,1,TERROR
"Gammon India Surges On Order Rs 1,710 Crore From NHAI",1,COVID-19
"BJP mocks Rahul Gandhi for using strategy, strategic, strategically 34 times in 57 mins",1,ELECTION
Old photo of crowded rally shared as Yogi Adityanath s recent rally in Bihar,0,VIOLENCE
"GST revenue collection at Rs 1.04 lakh crore in November, says finance ministry",1,COVID-19
Jaishankar leaves for Russia to attend SCO foreign ministers meet,1,POLITICS
"BJP, JDU & LJP will fight upcoming Bihar elections together & win, says JP Nadda",1,ELECTION
Empowerment of small farmers is central to Government s vision: PM Modi,1,POLITICS
Army starts permanent commission for women officers,1,VIOLENCE
Fake: Nepal has not shot down an Indian Air Force jet,0,POLITICS
SpiceJet pilot with no international flights record in March tests COVID-19 positive,1,COVID-19
Fact Check: Don t believe this sob story of AIIMS doctor and his magic pill for obesity,0,COVID-19
"No, this is not a photo of an Indian ruling party candidate dressed like the monkey god Hanuman",0,POLITICS
I-T Dept notice to ex-CM Prithviraj Chavan over poll affidavits,1,ELECTION
Airlines lost 85.7% revenue in Quarter 1: Hardeep Singh Puri,1,COVID-19
"Old video shared to claim Muslims lynched Hindu man, but it?s from Bangladesh.Fact Check: Muslim Man Forced To Lick Hindu's Spit? Unrelated Video Shared With False Communal",0,VIOLENCE
"Where will people like us go? Nearly a year later, no FIR in viral Delhi assault video",1,VIOLENCE
Contempt: Attorney General KK Venugopal won t rethink decision on Andhra CM Jaganmohan Reddy,1,TERROR
Is this Mahameru flower that blooms once every 400 years in...,0,POLITICS
"Want central forces inside poll booths, says BJP s Dilip Ghosh in EC all-party meeting",1,ELECTION
"Delhi govt allows restro-bars, clubs to sell beer stock expiring by July 31 to liquor shops",1,GOVERNMENT
Special court rejects bail plea by Deepak Kochhar,1,VIOLENCE
"It s in RSS and BJP s DNA to try and erase reservation, says Rahul Gandhi",1,ELECTION
Haryana CM Khattar cancels farmers meet after police resort to tear-gas amid protest,1,GOVERNMENT
"Low pressure area to intensify into depression, southern states to receive rainfall next week: IMD",1,POLITICS
Western disturbance likely to improve Delhi s air quality post Diwali,1,GOVERNMENT
"Bihar polls: BJP, News18 falsely claim CPI-ML s Aaftab Alam was arrested in 2013 Patna blast case",0,VIOLENCE
UAE to provide incentives to Indian healthcare firms with strong R&D facilities: Envoy,1,POLITICS
Will hear kin of victims before closing Italian marines case: Supreme Court,1,VIOLENCE
UP minister Kamal Rani Varun dies due to COVID-19 after battling infection for 2 weeks in hospital,1,COVID-19
Viral video of IAF strike on Balakot is actually from a video game.Fact Check: Viral video of IAF airstrike is actually from a video game,0,VIOLENCE
"In fresh notice, Govt orders Twitter to block 1,178 accounts linked to Khalistan sympathisers",1,VIOLENCE
Fact Check: Video Of A Man Brutally Being Thrashed Shared With Communal Claim,0,VIOLENCE
"International passengers can opt for Covid-19 test, waiting lounge at Delhi airport for Rs 5,000",1,COVID-19
"Sprayers from UK, drones, Regional Control Rooms: Govt s preparedness for Locust control",1,COVID-19
Fact Check: Is The UN Promoting A New World Order?,0,MISLEADING
"Karnataka BJP leaders meet Amit Shah, await party leadership s decision on next move",1,ELECTION
"Opposing farm bills in Rajya Sabha, Congress says will not sign on death warrant",1,ELECTION
"SC considering physical functioning of two-three Benches, say Bar bodies",1,TERROR
COVID-19: Less than 10 lakh active cases for 13th consecutive day in country,1,COVID-19
Fact Check: 35YO Scientist Khusbhoo Mirza has not been appointed as director of ISRO..Fact Check: Manohar Lal Khattar never said he is chief minister only for Punjabis,0,POLITICS
Sanjay Dutt didn t convert to Islam; here s the truth behind this...,0,COVID-19
Videos on Twitter may hamper LAC talks,1,POLITICS
BJP MP Vijay Goel uses wrong image on Art 370,0,MISLEADING
Indian Navy hosting Exercise SIMBEX-20 in Andaman Sea,1,TERROR
Australia expresses strong support for India's NSG membership bid,1,POLITICS
BJP IT Cell Head Amit Malviya shares mischievously clipped video of Manmohan Singh,0,POLITICS
Why giant killer BJP rebel Saryu Roy wants to defeat CM Raghubar Das & party in Jharkhand,1,TRAD
"Hindi Diwas: No Indian should feel alienated because of language , says, Pinarayi Vijayan",1,POLITICS
Delhi Govt Says Air Pollution Was Lowest In 5 Yrs This Diwali. Fact: Partly True,0,POLITICS
Covid vaccine to be given free in state: UP health minister,1,COVID-19
"Farmer protests: India summons envoy, Trudeau reiterates stand on peaceful protests",1,POLITICS
"MP cops drag Sikh man by hair, push another; Sukhbir Badal tweets shocking video",1,GOVERNMENT
Media speculations against Rhea Chakraborty motivated and mischievous: Actress' lawyer,1,VIOLENCE
CM Shivraj Chouhan s Claim On MP Roads Is Misleading,0,POLITICS
"Govt talking to China, why no dialogue with Kashmir, asks PDP youth wing",1,GOVERNMENT
Modi Degree Row: Right Wing Trolls Desperately Delete Old Tweets On Jitender Tomar,1,GOVERNMENT
"Spike of 65,002 fresh Coronavirus cases in last 24 hours in India; tally crosses 25-lakh mark",1,COVID-19
"J&K parties hope Biden, Harris will maintain their stance on ?wrongs done in Kashmir?",0,GOVERNMENT
Home remedies by Ayurved Parameshwar Arora: Are they effective in curing coronavirus?,0,COVID-19
2008 Image From Israel Of A Little Girl's Bloodied Shoe Resurfaces As....This heartwarming picture of an elephant carrying a lion cub is...,0,COVID-19
Old Video Of Kashmiris Wounded In A Shell Explosion Resurfaces With...,0,VIOLENCE
Autorickshaw driver dies after alleged police assault in Tamil Nadu s Tenkasi,1,VIOLENCE
PM Modi: Shipping ministry to be renamed,1,POLITICS
Journalist shot in head in front of daughters in UP s Ghaziabad; 9 held,1,VIOLENCE
"6 test positive, Nanded COVID-19 cases touch 51",1,COVID-19
Bihar Police to probe suicide of Sushant Singh Rajput's former manager Disha Salian,1,VIOLENCE
Handling J&K might be most challenging job of Sinha s political career,1,ELECTION
Maharashtra hospital stripped off its COVID-19 tag over excess billing,1,COVID-19
"BJP only talks of Covid vaccine before every election, says Telangana Minister KT Rama Rao",0,POLITICS
Govt mandates purchase of 26 military equipment only from domestic firms,1,COVID-19
"Facebook, Twitter join network to filter fake news stories",0,GOVERNMENT
Sushant s sister Priyanka groped me: Rhea Chakraborty claims in her statement,1,VIOLENCE
Nepal proposes meeting of boundary work group by September,1,GOVERNMENT
Fact Checking Government Claims On The Rights Of Persons With...,0,POLITICS
Stark need for modernisation why armed forces want a big jump in defence budget,1,TERROR
Fact Check: Trump's fake tweet claims of him getting a shot of the Russian vaccine,0,VIOLENCE
Old video of PM Modi rally in Varanasi shared as Udupi rally ahead of Karnataka elections,0,GOVERNMENT
Picture of CBI officer arrested in Delhi is being spread as DSP arrested in Kashmir Know the truth,0,VIOLENCE
"BJP s central leadership decided fall of Congress govt in MP, says CM Shivraj Singh in viral audio clip",1,ELECTION
"Stop accepting BJP hospitality , come back, Surjewala tells Pilot",1,POLITICS
"Sourav Ganguly stable, likely to be discharged if medical reports normal",1,COVID-19
"High incidence of child trafficking, over one per day reported from Bihar : NCRB Report",1,COVID-19
"Fact Check: No, thousands of trees were not axed to build PM s helipad in Odisha's Balangir",0,COVID-19
Kerala set to receive central funds for literacy drive after 10 years,1,POLITICS
"Tough to defend Nitish stand on citizenship law, say JD(U) leaders as cracks appear in party",1,ELECTION
"In Manipur bypolls, BJP wins 1 seat, leads in 2 others",0,COVID-19
Not just farm laws sugarcane price & delayed payments also causing anger in western UP,1,POLITICS
Migrant couple commits suicide in Bengal,1,VIOLENCE
Did Pakistani cricket fans demand Virat Kohli instead of Kashmir? Fact Check!.Fact Check: Did Wayanad cheer up for Rahul Gandhi waving Pakistan flags?,0,MISLEADING
2019 Video Of Indo-US Army Exercise Viral As Independence Day....Video of an Indo-US military exercise viral as recent Independence Day celebrations,0,POLITICS
"Fact Checked: No people from Amethi didn?t visit RaGa after his....No, People From Amethi Did Not Cry While Meeting Rahul Gandhi...",0,COVID-19
CAIT to launch campaign to boycott Chinese goods,1,ELECTION
Gujarat: BJP candidate Jitu Chaudhary files nomination,1,ELECTION
"Scuffle between journalists, JNU students during press conference",1,POLITICS
Rajasthan assembly passes 3 bills to counter Centre?s farm laws,0,POLITICS
"No, this video does not show people dancing in London to a Hindi song during the 2019 Cricket World Cup",0,COVID-19
Fact Check: News about man who battered his wife s feet with a baseball bat after mistaking her snake print stockings for real snake is false..Fact Check: Did this man track down and brutally torture his three-year-old daughter's rapist?,0,POLITICS
Tell India exactly what s happening : Rahul Gandhi to Govt amid standoff with China,1,POLITICS
"Visakhapatnam gas leak linked to lockdown, negligence of LG Polymers; CM Jagan Reddy orders probe",1,VIOLENCE
"Amid border tensions, pandemic International Yoga day a low-key affair in China",1,COVID-19
Fact Check: Did business tycoon Mukesh Ambani announce a new multiplayer....Did Chinese Media Call PM Modi A 'Rockstar' In The Backdrop Of...,0,MISLEADING
The buying spree continues. Electoral Bonds worth more than ? 180 crores purchased in November,0,COVID-19
Rajnath launches naval innovation organisation,1,COVID-19
"Don t believe the FAKE news of Priyanka, Nick getting a divorce",0,GOVERNMENT
Assam NRC: Unhappy BJP to move SC seeking re-verifcation,1,ELECTION
The banana Ganpati was created in Odisha NOT Goa and that...,0,ELECTION
UP: People in engineer s Banda hometown claim he had abused children in 2009 too,1,GOVERNMENT
"Farmers protests: Union leaders up the ante with daylong hunger strike; Tomar repeats, govt ready for talks",1,GOVERNMENT
"Mumbai outage: After major blackout, power supply restored in most areas; Thackeray orders probe",1,GOVERNMENT
Fact Check: Actor Rao Ramesh?s tweets slamming Jagan?s one-year rule are fake.Fact Check: Wrong Azam Khan goes viral over Ram temple ?bhoomi pujan? remarks,0,MISLEADING
"LAC row: MEA rules out military option, says talks only way to resolve border issues",1,TERROR
UP CM bans mobile phone in colleges and universities in state,1,GOVERNMENT
"Court dismisses plea seeking FIR against Anurag Thakur, Parvesh Verma for hate speech",1,VIOLENCE
"EC orders removal of Anurag Thakur, Parvesh Verma from BJP s Delhi list of star campaigners",1,ELECTION
"UN report proves Pakistan is hub of global terrorism, says India s foreign ministry",1,COVID-19
"Explosives, suicide vests found in IS suspect s house",1,VIOLENCE
"Bihar exit polls 2020 project win for RJD-led Mahagathbandhan, Tejashwi Yadav as next CM",1,ELECTION
Orchestras return to the stage with new social distancing measures in place,1,GOVERNMENT
Can An Optical Illusion Measure Your Stress Levels? A FactCheck,0,POLITICS
COVID-19: Video Of Patient Gasping For Breath Falsely Linked To India,0,COVID-19
Fact Check: This viral picture of people lying on the street...,0,MISLEADING
"CoBRA officer killed, 9 commandos injured in IED blast in Chhattisgarh s Sukma",1,POLITICS
J&K parties find new L-G Manoj Sinha too saffron as he is set to assume charge,1,ELECTION
Video showing rioting Muslims in West Bengal is actually from Bangladesh,0,VIOLENCE
"Congress should decide who will work in govt or in party organisation, says Sachin Pilot",1,ELECTION
A teacher in English department at Ramjas College narrates the story of ABVP s terror,0,GOVERNMENT
"BJP alleges Khalistani agenda behind farmer protests, says Congress playing with fire",1,ELECTION
"Haryana Minister Anil Vij to take Covaxin trial dose today, Edu min hints at shutting down schools",1,COVID-19
"Rs 1,800-crore bank fraud case: CBI searches 3 locations in Delhi",1,VIOLENCE
Indians urged to name a star in memory of soldiers killed in World Wars,1,POLITICS
Picture of cop thrashing man is NOT from recent Jamia protest...,0,VIOLENCE
"Remote work make Indian workers feel lonely, stressed: LinkedIn",1,POLITICS
Lt Governor Sinha reviews progress of 272 kms long Udhampur-Baramulla rail link,1,GOVERNMENT
"Saudi firm sends 1,665 stranded Indian staff by operating charted flights",1,POLITICS
India becoming theatre of the absurd : Disha Ravi's arrest in toolkit case triggers outrage,1,TRAD
Rescinded order to ensure CBI not misused: Maharashtra minister,1,GOVERNMENT
Morphed: TIME magazine cover featuring Donald Trump with Time to go headline,0,MISLEADING
Was the derogatory post that triggered Bangalore riots a reaction to an anti Hindu post?,0,GOVERNMENT
"Delhi records less than 4,000 daily COVID-19 cases after 5 days; total count past 2.46 lakh",1,COVID-19
Sion hospital dean shunted after video of dead bodies among Covid-19 patients surfaces,1,VIOLENCE
SARFAESI Act applies to co-operative banks: SC,1,TERROR
"After Galwan clash, ICRC approaches India and China",1,TERROR
"How students can save, transfer credits, design their own degree & more UGC shows the way",1,GOVERNMENT
"Some Congress leaders feel Arnab s arrest is political vendetta , but they re keeping quiet",1,TRAD
HCL's Roshni Nadar richest woman in India; a third of entrants in list self-made,1,TERROR
"Abhaya case: Priest, nun found guilty",1,POLITICS
Sr pilot employed in Air India for three years suspended for fake certificates,0,POLITICS
Farmers Protest: Pakistani Woman's Pic Misused To Spread Fake News,0,VIOLENCE
Punjab CM okays Rs 55 crore for flood protection,1,TERROR
"Over 96,000 people trained as Yoga instructors, trainers under Skill India Mission: Govt",1,COVID-19
FACT CHECK: The idol in the viral video is not of Hindu Goddess Kamakhya. Fact Check: Images Of Burnt Idol Of Goddess Kali Shared With Communal Angle,0,VIOLENCE
"'Your govt harassing women, aren't you anguished', Kangana Ranaut asks Sonia Gandhi",1,VIOLENCE
Home Ministry releases new guidelines for international air passengers,1,COVID-19
Press Association condemns attack on journalists during CAA protests,1,TERROR
